;8;
;4;
121;3 XOR 6 = ? Natijani hisoblang? Sonlar 10 lik sanoq tizimida berilgan.;2
;5;
;18;
;9;
;3;
122;3 XOR 5 = ? Natijani hisoblang? Sonlar 10 lik sanoq tizimida berilgan.;2
;6;
;8;
;15;
;9;
123;3 XOR 4 = ? Natijani hisoblang? Sonlar 10 lik sanoq tizimida berilgan.;2
;7;
;12;
;9;
;16;
124;3 XOR 3 = ? Natijani hisoblang? Sonlar 10 lik sanoq tizimida berilgan.;2
;0;
;9;
;6;
;3;
125;Jumlani to’ldiring. ... kompyuter davriga tegishli shifrlarga misol bo’la oladi.;2
;"DES, AES shifri";
;Sezar shifri;
;Kodlar kitobi;
;Enigma shifri;
126;2 XOR 6 = ? Natijani hisoblang? Sonlar 10 lik sanoq tizimida berilgan.;2
;4;
;12;
;8;
;6;
127;Jumlani to’ldiring. Ma’lumotni uzatishda kriptografik himoya .....;2
;konfidensiallik va butunlikni ta’minlaydi.;
;konfidensiallik va foydalanuvchanlikni ta’minlaydi.;
;foydalanuvchanlik va butunlikni ta’minlaydi.;
;faqat konfidensiallikni ta’minlaydi.;
128;2 XOR 5 = ? Natijani hisoblang? Sonlar 10 lik sanoq tizimida berilgan.;2
;7;
;10;
;3;
;4;
129;2 XOR 4 = ? Natijani hisoblang? Sonlar 10 lik sanoq tizimida berilgan.;2
;6;
;2;
;8;
;4;
130;2 XOR 3 = ? Natijani hisoblang? Sonlar 10 lik sanoq tizimida berilgan.;2
;1;
;5;
;6;
;9;
131;Jumlani to’ldiring. Ma’lumotni konfidensialligini ta’minlash uchun ..... zarur.;2
;shifrlash;
;kodlash;
;dekodlash;
;deshifrlash;
132;Parollar 10 xonali uzunlikka va har bir xonasi uchun 16 ta turli belgilar bo’lishi mumkin bo’lgan jami parollar soni nechta?;2
;16^10;
;10^16;
;160;
;26;
133;Parollar 10 xonali uzunlikka va har bir xonasi uchun 12 ta turli belgilar bo’lishi mumkin bo’lgan jami parollar soni nechta?;2
;12^10;
;10^12;
;120;
;22;
134;Parollar 10 xonali uzunlikka va har bir xonasi uchun 14 ta turli belgilar bo’lishi mumkin bo’lgan jami parollar soni nechta?;2
;14^10;
;10^14;
;140;
;24;
135;Parollar 10 xonali uzunlikka va har bir xonasi uchun 8 ta turli belgilar bo’lishi mumkin bo’lgan jami parollar soni nechta?;2
;8^10;
;10^8;
;80;
;18;
136;Parollar 8 xonali uzunlikka va har bir xonasi uchun 16 ta turli belgilar bo’lishi mumkin bo’lgan jami parollar soni nechta?;2
;16^8;
;8^16;
;24;
;128;
137;Parollar 8 xonali uzunlikka va har bir xonasi uchun 14 ta turli belgilar bo’lishi mumkin bo’lgan jami parollar soni nechta?;2
;14^8;
;8^14;
;22;
;112;
138;Parollar 8 xonali uzunlikka va har bir xonasi uchun 12 ta turli belgilar bo’lishi mumkin bo’lgan jami parollar soni nechta?;2
;12^8;
;8^12;
;20;
;96;
139;Parollar 8 xonali uzunlikka va har bir xonasi uchun 10 ta turli belgilar bo’lishi mumkin bo’lgan jami parollar soni nechta?;2
;10^8;
;8^10;
;80;
;18;
140;Parollar 6 xonali uzunlikka va har bir xonasi uchun 16 ta turli belgilar bo’lishi mumkin bo’lgan jami parollar soni nechta?;2
;16^6;
;6^16;
;22;
;96;
141;Parollar 6 xonali uzunlikka va har bir xonasi uchun 12 ta turli belgilar bo’lishi mumkin bo’lgan jami parollar soni nechta?;2
;12^6;
;6^12;
;18;
;72;
142;Parollar 6 xonali uzunlikka va har bir xonasi uchun 10 ta turli belgilar bo’lishi mumkin bo’lgan jami parollar soni nechta?;2
;10^6;
;6^10;
;60;
;16;
143;Parollar 6 xonali uzunlikka va har bir xonasi uchun 8 ta turli belgilar bo’lishi mumkin bo’lgan jami parollar soni nechta?;2
;8^6;
;6^8;
;48;
;14;
144;Parollar 4 xonali uzunlikka va har bir xonasi uchun 16 ta turli belgilar bo’lishi mumkin bo’lgan jami parollar soni nechta?;2
;16^4;
;4^16;
;20;
;64;
145;Jumlani to’ldiring. Denial of service (DOS) hujumi axborotni .... xususiyatini buzushga qaratilgan.;2
;foydalanuvchanlik;
;butunlik;
;konfidensiallik;
;ishonchlilik;
146;Parollar 4 xonali uzunlikka va har bir xonasi uchun 12 ta turli belgilar bo’lishi mumkin bo’lgan jami parollar soni nechta?;2
;12^4;
;4^12;
;48;
;16;
147;Parollar 4 xonali uzunlikka va har bir xonasi uchun 10 ta turli belgilar bo’lishi mumkin bo’lgan jami parollar soni nechta?;2
;10^4;
;4^10;
;40;
;14;
148;Parollar 4 xonali uzunlikka va har bir xonasi uchun 8 ta turli belgilar bo’lishi mumkin bo’lgan jami parollar soni nechta?;2
;8^4;
;4^8;
;32;
;12;
149;Jumlani to’ldiring. Hujumchi kabi fikrlash ... kerak.;2
;bo’lishi mumkin bo'lgan xavfni oldini olish uchun;
;kafolatlangan amallarni ta’minlash uchun;
;"ma’lumot, axborot va tizimdan foydalanish uchun";
;ma’lumotni aniq va ishonchli ekanligini bilish uchun;
150;2 lik sanoq tizimida 11011 soniga 11010 sonini 2 modul bo’yicha qo’shing?;2
;1;
;10000;
;1100;
;11111;
151;Parollar 6 xonali uzunlikka va har bir xonasi uchun 32 ta turli belgilar bo’lishi mumkin bo’lgan jami parollar soni nechta?;2
;32^6;
;6^32;
;6!;
;32!;
152;Parollar 8 xonali uzunlikka va har bir xonasi uchun 64 ta turli belgilar bo’lishi mumkin bo’lgan jami parollar soni nechta?;2
;64^8;
;8^64;
;8!;
;64!;
153;Parollar 10 xonali uzunlikka va har bir xonasi uchun 26 ta turli belgilar bo’lishi mumkin bo’lgan jami parollar soni nechta?;2
;26^10;
;10^26;
;10!;
;26!;
154;Parollar 8 xonali uzunlikka va har bir xonasi uchun 26 ta turli belgilar bo’lishi mumkin bo’lgan jami parollar soni nechta?;2
;26^8;
;8^26;
;26!;
;8!;
155;Qaysi biometrik parametrning universallik (biometrik parametrni barcha foydalanuvchilarda bo’lishi) darajasi eng katta?;2
;Yuz tasviri;
;Barmoq izi;
;Ko’z qorachig’i;
;Qo’l kaftining shakli;
156;Autentifikatsiya faktorini yo’qolgan taqdirda qayta tiklash qaysi usul uchun eng arzon?;2
;Biror nimani bilishga asoslangan;
;Biror narsaga egalik qilishga asoslangan;
;Biometrik parametr;
;Sizning biror narsangizga asoslangan;
157;"C=P XOR K - bir martali bloknotda shifrlash funksiyasi bo’lsa, unga mos deshifrlash funksiyasini ko’rsating? Bu yerda, P - ochiq matn, K - kalit va C - shifrmatn.";2
;P = C XOR K;
;P = C - K;
;P = C AND K;
;P = C OR K;
158;1 va 2 - jahon urishi davriga oid shifrlarni ko’rsating?;2
;"Zimmermann telegrami, Enigma shifri";
;"DES, AES, GOST 28147-89";
;"IDEA, A5/1, RC4";
;"RSA, El-Gamal";
159;"Qaysi akslantirishda ochiq matn belgilarining o’rni biror qoidaga ko’ra o’zaro almashtirilib, shifr matn hosil qilinadi?";2
;O’rin almashtirish;
;Gammalash;
;Qo’shish;
;Bir alifboli o’rniga qo’yish;
160;Qaysi akslantirishda ochiq matndagi belgilarning takrorlanish chastotasi shifrmatndagi belgilarda ham bir xil bo’ladi?;2
;Bir alifboli o’rniga qo’yish;
;O’rin almashtirish;
;Gammalash;
;Qo’shish;
161;RSA algoritmida deshifrlash ifodasini toping?;2
;M=(C^d)modN;
;M=(C^e)modN;
;M=(C^d)modf(N);
;M=(C^d)modq;
162;RSA algoritmida shifrlash ifodasini toping?;2
;C=(M^e)modN;
;C=(M^d)modN;
;C=(M^e)modf(N);
;C=(M^e)modq;
163;A5/1 oqimli shifrlash algoritmida dastlabki kalit uzunligi nechi bitga teng?;2
;64;
;128;
;192;
;256;
164;Steganografiya ma’lumotni qanday himoyalaydi?;2
;Maxfiy xabarni soxta xabar ichiga berkitish orqali.;
;Maxfiy xabarni kriptografik kalit yordamida shifrlash orqali.;
;Maxfiy xabarni shifrlash orqali.;
;Maxfiy xabarni kodlash orqali.;
165;2 lik sanoq tizimida 11011 soniga 00100 sonini 2 modul bo’yicha qo’shing?;2
;11111;
;10101;
;11100;
;1001;
166;2 lik sanoq tizimida 11111 soniga 11010 sonini 2 modul bo’yicha qo’shing?;2
;101;
;10000;
;1100;
;11111;
167;Elektron raqamli imzo muolajalarini ko’rsating?;2
;Imzoni shakllantirish va imkoni tekshirish.;
;Shifrlash va deshifrlash.;
;Imzoni xeshlash va xesh matnni deshifrlash.;
;Imzoni shakllartirish va xeshlash.;
168;Yaratishda biror matematik muammoga asoslanuvchi shifrlash algoritmini ko’rsating?;2
;Ochiq kalitli shifrlar.;
;Simmetrik shifrlar.;
;Blokli shifrlar.;
;Oqimli shifrlar.;
169;Biror faoliyat turi bilan bog’liq harakatlar va majburiyatlar to’plami bu?;2
;Rol.;
;Imtiyoz.;
;Daraja.;
;Imkoniyat.;
170;"1. Agar ob’ektning xavfsizlik darajasi sub’ektning xavfsizlik darajasidan kichik bo’lsa, u holda yozishga ruxsat beriladi.";2
;"2. Agar sub’ektning xavfsizlik darajasi ob’ektning xavfsizlik darajasida bo’lsa, u holda o’qishga ruxsat beriladi. Ushbu qoidalar axborotni qaysi xususiyatini ta’minlashga qaratilgan?";
;Butunlikni.;
;Konfidensiallikni.;
;Foydalanuvchanlikni.;
;Maxfiylikni.;
171;Faqat ob’ektning egasi tomonidan foydalanishga mos bo’lgan mantiqiy foydalanish usulini ko’rsating?;2
;Diskretsion foydalanishni boshqarish.;
;Mandatli foydalanishni boshqarish.;
;Rolga asoslangan foydalanishni boshqarish.;
;Attributga asoslangan foydalanishni boshqarish.;
172;Faqat tokenga asoslangan autentifikatsiya usuliga qaratilgan hujumlarni ko’rsating?;2
;"Fizik o’g’irlash, mobil qurilmalarda zararli dasturlardan foydalanishga asoslangan hujumlar";
;"Parollar lug’atidan foydalanish asosida hujum, yelka orqali qarash hujumi, zararli dasturlardan foydanish asosida hujum";
;"Fizik o’g’irlash, yelka orqali qarash hujumi, zararli dasturlardan foydalanishga asoslangan hujumlar";
;"Parollar lug’atidan foydalanish asosida hujum, bazadagi parametrni almashtirish hujumi, zararli dasturlardan foydalanish asosida hujum";
173;Faqat parolga asoslangan autentifikatsiya usuliga qaratilgan hujumlarni ko’rsating?;2
;"Parollar lug’atidan foydalanish asosida hujum, yelka orqali qarash hujumi, zararli dasturlardan foydanish asosida hujum.";
;"Tokenni fizik o’g’irlash hujumi, yelka orqali qarash hujumi, zararli dasturlardan foydanish asosida hujum.";
;"Parollar lug’atidan foydalanish asosida hujum, yelka orqali qarash hujumi, biometrik parametrni qalbakilashtirish hujumi.";
;"Parollar lug’atidan foydalanish asosida hujum, bazadagi biometrik parametrni almashtirish hujumi, zararli dasturlardan foydanish asosida hujum.";
174;Qaysi biometrik parametr eng yuqori takrorlanmaslik xususiyatiga ega?;2
;Ko’z qorachig’i.;
;Yuz tasviri.;
;Barmoq izi.;
;Qo’l shakli.;
175;Qaysi ochiq kalitli algoritm katta sonni faktorlash muammosiga asoslanadi?;2
;RSA algoritmi.;
;El-Gamal algoritmi.;
;DES.;
;TEA.;
176;Quyidagi tizimlardan qaysi biri rad etishdan himoyani ta’minlaydi.;2
;Elektron raqamli imzo tizimi.;
;MAC tizimlari.;
;Simmetrik shifrlash tizimlari.;
;Xesh funksiyalar.;
177;"Odatda mavjud bo’lgan IP - paket to’liq shifrlanib, unga yangi IP saplavha bepiladi. Ushbu amal qaysi himoya vositasida amalga oshiriladi?";2
;Virtual xususiy tarmoq;
;Tarmoqlararo ekran;
;Antivirus vositasi;
;Diskni shifrlash vositasi;
178;"Mijozlar, foydalanuvchilar va tashkilotlarda mavjud bo’lgan biror xizmatni cheklashga urinuvchi hujum bu?";2
;Xizmatdan voz kechishga undash hujumi;
;Razvedka hujumi;
;Kirish hujumi;
;Spufing hujumi;
179;"Xavfsizlik bo’shlig’i bo’lib, turli foydalanuvchilarni autentifikatsiyalash usullarini aylanib o’tib hujumchiga tizimga kirish imkoniyatini taqdim etadi. Gap nima haqida bormoqda?";2
;Zaiflik;
;Hujum;
;Aktiv;
;Tahdid;
180;"Paydo bo’lishi tasodifiy, qasddan yoki boshqa harakatning ta’sirida bo’lishi mumkin bo’lgan hodisa bu?";2
;Tahdid;
;Zaiflik;
;Hujum;
;Aktiv;
181;Parolga xos bo’lmagan xususiyatni ko’rsating?;2
;Klaviatura orqali barcha kiritiluvchi qiymatlarni qabul qiladi.;
;Faqat pechat qilinuvchi belgilarni qabul qiladi.;
;Ixtiyoriy uzunlikda bo’lishi mumkin.;
;PIN kodni parolni xususiy holati sifatida qarash mumkin.;
182;"A5/1 shifrlash algoritmida registrlar siljiganidan keyingi holat: x18=0, y21=1 va z22=1 ga teng bo’lsa, hosil bo’lgan psevdotasodifiy qiymatni ko’rsating?";2
;0;
;1;
;11;
;110;
183;"A5/1 shifrlash algoritmida registrlar siljiganidan keyingi holat: x18=0, y21=0 va z22=1 ga teng bo’lsa, hosil bo’lgan psevdotasodifiy qiymatni ko’rsating?";2
;1;
;0;
;10;
;100;
184;"A5/1 shifrlash algoritmida registrlar siljiganidan keyingi holat: x18=0, y21=0 va z22=0 ga teng bo’lsa, hosil bo’lgan psevdotasodifiy qiymatni ko’rsating?";2
;0;
;1;
;10;
;100;
185;"A5/1 shifrlash algoritmida registrlar siljiganidan keyingi holat: x18=1, y21=1 va z22=1 ga teng bo’lsa, hosil bo’lgan psevdotasodifiy qiymatni ko’rsating?";2
;1;
;0;
;111;
;11;
186;"A5/1 shifrlash algoritmida registrlar siljiganidan keyingi holat: x18=1, y21=0 va z22=1 ga teng bo’lsa, hosil bo’lgan psevdotasodifiy qiymatni ko’rsating?";2
;0;
;1;
;110;
;11;
187;"A5/1 shifrlash algoritmida registrlar siljiganidan keyingi holat: x18=1, y21=1 va z22=0 ga teng bo’lsa, hosil bo’lgan psevdotasodifiy qiymatni ko’rsating?";2
;0;
;1;
;110;
;11;
188;"A5/1 shifrlash algoritmida registrlar siljiganidan keyingi holat: x18=1, y21=0 va z22=0 ga teng bo’lsa, hosil bo’lgan psevdotasodifiy qiymatni ko’rsating?";2
;1;
;0;
;100;
;10;
189;"... - ushbu zaxiralash usuli tizim ishlamay turganda yoki foydalanuvchi tomonidan boshqarilmagan vaqtda amalga oshiriladi. Ushbu usul zaxiralashning xavfsiz usuli hisoblanib, ma’lumotni nusxalash xavfidan himoyalaydi.";2
;Sovuq zaxiralash;
;Issiq zaxiralash;
;Iliq zaxiralash;
;Ichki zaxiralash;
190;"... - ma’lumotlarni zaxira nusxalashning mazkur usuli amalga keng tarqalgan bo’lib, dinamik yoki aktiv zaxira nusxalash usuli deb ham ataladi. Ushbu usulda foydalanuvchi tizimni boshqarayotgan vaqtda ham zaxira nusxalash jarayoni davom ettiriladi.";2
;Issiq zaxiralash;
;Sovuq zaxiralash;
;Tashqi zaxiralash;
;Ichki zaxiralash;
191;Faqat axborotni butunligini ta’minlash usullarini ko’rsating.;2
;"Xesh funksiyalar, MAC.";
;Shifrlash usullari.;
;"Assimetrik shifrlash usullari, CRC tizimlari.";
;"Shifrlash usullari, CRC tizimlari.";
192;Qalbakilashtirish hujumi qaysi turdagi autentifikatsiya usuliga qaratilgan.;2
;Biometrik autentifikatsiya.;
;Biror narsani bilishga asoslangan autentifikatsiya.;
;Biror narsaga egalik qilishga asoslangan autentifikatsiya.;
;Tokenga asoslangan autentifikatsiya;
193;Yo’qolgan holatda almashtirish qaysi turdagi autentifikatsiya usuli uchun eng arzon.;2
;Parolga asoslangan autentifikatsiya.;
;Tokenga asoslangan autentifikatsiya.;
;Biometrik autentifikatsiya.;
;Ko’z qorachig’iga asoslangan autentifikatsiya.;
194;“Yelka orqali qarash” hujumi qaysi turdagi autentifikatsiya usuliga qaratilgan.;2
;Parolga asoslangan autentifikatsiya.;
;Tokenga asoslangan autentifikatsiya.;
;Biometrik autentifikatsiya.;
;Ko’z qorachig’iga asoslangan autentifikatsiya.;
195;Xesh funksiyalarda kolliziya hodisasi bu?;2
;Ikki turli matnlarning xesh qiymatlarini bir xil bo’lishi.;
;Cheksiz uzunlikdagi axborotni xeshlay olishi.;
;Tezkorlikda xeshlash imkoniyati;
;Turli matnlar uchun turli xesh qiymatlarni hosil bo’lishi.;
196;Biba modeli axborotni qaysi xususiyatini ta’minlashni maqsad qiladi?;2
;Butunlik.;
;Konfidensiallik.;
;Foydalanuvchanlik.;
;Maxfiylik.;
197;Bell-Lapadula modeli axborotni qaysi xususiyatini ta’minlashni maqsad qiladi?;2
;Konfidensiallik.;
;Butunlik.;
;Foydalanuvchanlik.;
;Ishonchlilik.;
198;"(Bob,-), (Alisa,rw), (Sem,rw), (buxgalteriyaga oid dastur, rw). Ushbu qoida quyidagilardan qaysi biriga tegishli.";2
;Foydalanishni boshqarish ro’yxati yoki ACL.;
;Imtiyozlar ro’yxati yoki C-list.;
;Foydalanishni boshqari matritsasi.;
;Biba modeli.;
199;sub’ekt.lavozimi=Vrach & muhit.vaqt >= 8:00 & muhit.vaqt <=18:00. Ushbu keltirilgan shart qaysi foydalanishni boshqarish usuliga tegishli.;2
;Attributga asoslangan foydalanishni boshqarish.;
;Rolga asoslangan foydalanishni boshqarish.;
;Mandatli foydalanishni boshqarish.;
;Diskretsion foydalanishni boshqarish.;
200;"Qoida, siyosat, qoida va siyosatni mujassamlashtirgan algoritmlar, majburiyatlar va maslahatlar kabi tushunchalar qaysi foydalanishni boshqarish usuliga aloqador.";2
;Attributga asoslangan foydalanishni boshqarish.;
;Rolga asoslangan foydalanishni boshqarish.;
;Mandatli foydalanishni boshqarish.;
;Diskretsion foydalanishni boshqarish.;
201;Modul arifmetikasida mod11 bo’yicha 5 soniga teskari bo’lgan sonni toping?;2
;9;
;55;
;6;
;5/11;
202;Modul arifmetikasida mod11 bo’yicha 4 soniga teskari bo’lgan sonni toping?;2
;3;
;44;
;7;
;4/11;
203;Modul arifmetikasida mod11 bo’yicha 3 soniga teskari bo’lgan sonni toping?;2
;4;
;33;
;8;
;3/11;
204;Modul arifmetikasida mod9 bo’yicha 8 soniga teskari bo’lgan sonni toping?;2
;8;
;72;
;1;
;8/9;
205;Modul arifmetikasida mod9 bo’yicha 7 soniga teskari bo’lgan sonni toping?;2
;4;
;63;
;2;
;7/9;
206;Modul arifmetikasida mod9 bo’yicha 5 soniga teskari bo’lgan sonni toping?;2
;2;
;45;
;4;
;5/9;
207;Modul arifmetikasida mod9 bo’yicha 4 soniga teskari bo’lgan sonni toping?;2
;7;
;5;
;36;
;4/9;
208;Modul arifmetikasida mod5 bo’yicha 4 soniga teskari bo’lgan sonni toping?;2
;4;
;20;
;1;
;4/5;
209;Modul arifmetikasida mod5 bo’yicha 3 soniga teskari bo’lgan sonni toping?;2
;2;
;3;
;15;
;3/5;
210;Modul arifmetikasida mod7 bo’yicha 6 soniga teskari bo’lgan sonni toping?;2
;6;
;42;
;1;
;6/7;
211;Modul arifmetikasida mod7 bo’yicha 5 soniga teskari bo’lgan sonni toping?;2
;3;
;2;
;35;
;5/7;
212;Modul arifmetikasida mod7 bo’yicha 4 soniga teskari bo’lgan sonni toping?;2
;2;
;3;
;28;
;4/7;
213;Modul arifmetikasida mod7 bo’yicha 3 soniga teskari bo’lgan sonni toping?;2
;5;
;4;
;21;
;3/7;
214;"WEP, WPA, WPA2 protokollari qaysi simsiz texnologiyada ishlatilgan?";2
;Wi-Fi;
;WiMax;
;Bluetooth;
;GSM;
215;Faqat simsiz tarmoqlarga xos bo’lgan zaifliklarni ko’rsating?;2
;Rouming muammosini mavjudligi;
;Xizmat ko’rsatishdan voz kechish hujumini mavjudligi;
;O’rtaga turgan odam hujumini mavjudligi;
;Zararli dasturlardan foydalanishga asoslangan hujumlarni mavjudligi;
216;Faqat simsiz tarmoqlarga xos bo’lgan zaifliklarni ko’rsating?;2
;Nazoratlanmaydigan hududni har doim mavjudligi;
;Xizmat ko’rsatishdan voz kechish hujumini mavjudligi;
;O’rtaga turgan odam hujumini mavjudligi;
;Zararli dasturlardan foydalanishga asoslangan hujumlarni mavjudligi;
217;Tarmoqlararo ekran vositasi bajarilishiga ko’ra qanday turlarga bo’linadi?;2
;"Appapat-dasturiy; Dasturiy";
;"Protokol holatini nazoratlash; vositachi moduli yordamida (proksi)";
;"Paket filterlari tarmoq sathida ishlaydi; ekspert paketi filterlari; transport sahida ishlaydi; ilova proksilari; ilova sathida ishlaydi.";
;"Yagona tarmoq himoyasi sxemasi; himoyalangan yopiq va himoyalanmagan ochiq tarmoq segmentli sxema; bo’lingan himoyalangan yopiq va ochiq segmentli tarmoq sxemasi.";
218;"A5/1 oqimli shifrlash algoritmida maj(0,1,0) funksiyaning natijasini toping?";2
;0;
;1;
;2;
;3;
219;Modul arifmetikasida mod11 bo’yicha 6 soniga teskari bo’lgan sonni toping?;2
;2;
;6;
;1/6;
;1/11;
220;"A5/1 oqimli shifrlash algoritmida maj(0,1,1) funksiyaning natijasini toping?";2
;1;
;0;
;2;
;3;
221;Modul arifmetikasida mod11 bo’yicha 3 soniga teskari bo’lgan sonni toping?;2
;4;
;1/3;
;1/11;
;5;
222;Modul arifmetikasida mod7 bo’yicha 4 soniga teskari bo’lgan sonni toping?;2
;2;
;4;
;7;
;1/4;
223;Modul arifmetikasida mod7 bo’yicha 3 soniga teskari bo’lgan sonni toping?;2
;5;
;7;
;3;
;1/3;
224;"A5/1 oqimli shifrlash algoritmida maj(1,1,0) funksiyaning natijasini toping?";2
;1;
;0;
;3;
;2;
225;"A5/1 oqimli shifrlash algoritmida maj(1,1,1) funksiyaning natijasini toping?";2
;1;
;0;
;3;
;2;
226;"A5/1 oqimli shifrlash algoritmida maj(1,0,0) funksiyaning natijasini toping?";2
;0;
;1;
;3;
;2;
227;"A5/1 oqimli shifrlash algoritmida maj(1,0,1) funksiyaning natijasini toping?";2
;1;
;0;
;2;
;3;
228;OSI tarmoq modeli nechta sathdan iborat?;2
;7;
;4;
;6;
;5;
229;Elektron axborot saqlovchilardan qayta foydalanishli ma’lumotlarni yo’q qilish usullari orasidan eng ishonchlisini aniqlang.;2
;Takroriy qayta yozish.;
;Formatlash.;
;Shift+Delete buyrug’i yordamida o’chirish;
;Delete buyrug’i yordamida o’chirish.;
230;Foydalanishni boshqarish matritsasi satrlar bo’yicha bo’linsa .... hosil bo’ladi.;2
;Imtiyozlar ro’yxati yoki C-list.;
;Foydalanishni boshqarish ro’yxati yoki ACL.;
;Foydalanishni boshqari matritsasi.;
;Biba modeli.;
231;Foydalanishni boshqarish matritsasi ustunlar bo’yicha bo’linsa .... hosil bo’ladi.;2
;Foydalanishni boshqarish ro’yxati yoki ACL.;
;Imtiyozlar ro’yxati yoki C-list.;
;Foydalanishni boshqari matritsasi.;
;Biba modeli.;
232;"(OT,rx),(buxgalteriyaga oid dastur,rx),(buxgalteriyaga oid ma’lumot,r). Ushbu qoida quyidagilardan qaysi biriga tegishli.";2
;Imtiyozlar ro’yxati yoki C-list.;
;Foydalanishni boshqarish ro’yxati yoki ACL.;
;Foydalanishni boshqari matritsasi.;
;Biba modeli.;
233;"Agar biror xesh funksiyaga kiruvchi ma’lumot uzunligi 1024 bit bo’lganida, chiquvchi qiymat 128 bitga teng bo’lsa, shu funksiyaga 256 bit ma’lumot kiritilganida chiqish biti necha bitga teng bo’ladi?";2
;128;
;32;
;64;
;8;
234;"Agar biror xesh funksiyaga kiruvchi ma’lumot uzunligi 1024 bit bo’lganida, chiquvchi qiymat 128 bitga teng bo’lsa, shu funksiyaga 2048 bit ma’lumot kiritilganida chiqish biti necha bitga teng bo’ladi?";2
;128;
;1024;
;512;
;256;
235;"Agar biror xesh funksiyaga kiruvchi ma’lumot uzunligi 1024 bit bo’lganida, chiquvchi qiymat 128 bitga teng bo’lsa, shu funksiyaga 512 bit ma’lumot kiritilganida chiqish biti necha bitga teng bo’ladi?";2
;128;
;32;
;64;
;512;
236;"Agar biror xesh funksiyaga kiruvchi ma’lumot uzunligi 256 bit bo’lganida, chiquvchi qiymat 128 bitga teng bo’lsa, shu funksiyaga 128 bit ma’lumot kiritilganida chiqish biti necha bitga teng bo’ladi?";2
;128;
;32;
;64;
;256;
237;"Agar biror xesh funksiyaga kiruvchi ma’lumot uzunligi 256 bit bo’lganida, chiquvchi qiymat 128 bitga teng bo’lsa, shu funksiyaga 1024 bit ma’lumot kiritilganida chiqish biti necha bitga teng bo’ladi?";2
;128;
;512;
;64;
;1024;
238;"Agar biror xesh funksiyaga kiruvchi ma’lumot uzunligi 512 bit bo’lganida, chiquvchi qiymat 128 bitga teng bo’lsa, shu funksiyaga 128 bit ma’lumot kiritilganida chiqish biti necha bitga teng bo’ladi?";2
;128;
;64;
;512;
;32;
239;"Agar biror xesh funksiyaga kiruvchi ma’lumot uzunligi 512 bit bo’lganida, chiquvchi qiymat 128 bitga teng bo’lsa, shu funksiyaga 256 bit ma’lumot kiritilganida chiqish biti necha bitga teng bo’ladi?";2
;128;
;256;
;512;
;64;
240;"Agar biror xesh funksiyaga kiruvchi ma’lumot uzunligi 256 bit bo’lganida, chiquvchi qiymat 128 bitga teng bo’lsa, shu funksiyaga 512 bit ma’lumot kiritilganida chiqish biti necha bitga teng bo’ladi?";2
;128;
;256;
;512;
;1024;
241;"Agar biror xesh funksiyaga kiruvchi ma’lumot uzunligi 512 bit bo’lganida, chiquvchi qiymat 128 bitga teng bo’lsa, shu funksiyaga 1024 bit ma’lumot kiritilganida chiqish biti necha bitga teng bo’ladi?";2
;128;
;256;
;1024;
;512;
242;"Zaxirilashni amalga oshirishda inson ishtirokini talab etadi; Tabiy ofatlarga yoki o’g’irlashga moyil. Ushbu xususiyat qaysi zaxira nusxalash manziliga tegishli?";2
;Ichki (onsite) zaxiralash;
;Tashqi (offsite) zaxiralash;
;Bulutli tizimda zaxiralash;
;Barcha javoblar to’g’ri;
243;"A5/1 oqimli shifrlash algoritmida maj(1,0,0) ga teng bulsa, qaysi registorlar siljiydi?";2
;"Y, Z";
;"X, Y";
;"X, Z";
;X;
244;"Qaysi zaxiralash turida ma’lumotni qayta tiklash tezkor, biroq, jarayon sekin va ma’lumotni saqlash uchun ko’p xotira hajmi talab etiladi?";2
;To’liq zaxiralashda;
;"&nbsp;O’sib boruvchi zaxiralashda";
;Differensial zaxiralashda;
;Barcha zaxiralash turlarida;
245;"Ma’lumotdan zudlik bilan foydalanishni ta’minlaydi; Kam xarajatlik; Tiklashdagi tezkorlik. Ushbu xususiyat qaysi zaxira nusxalash manziliga tegishli?";2
;Ichki (onsite) zaxiralash;
;Tashqi (offsite) zaxiralash;
;Bulutli tizimda zaxiralash;
;Barcha javoblar to’g’ri;
246;Zaxira nusxalash strategiyasi/ rejasi nimadan boshlanadi?;2
;Tashkilot missiyasi uchun zarur axborotni aniqlashdan;
;Zaxira nusxalash texnologiyasini tanlashdan;
;Mos zaxira nusxalash usulini tanlashdan;
;Zaxira nusxalash uchun xotira qurilmasini tanlashdan;
247;"Agar foydalanuvchi tarmoq drayveriga kirishga harakat qilsa va u muvaffaqiyatsiz bo’lsa, u Windows OTda qanday audit hodisasi sifatida qayd etiladi?";2
;Muvaffaqiyatsiz audit;
;Xatolik;
;Muvaffaqiyatli audit;
;Ogohlantirish;
248;"A5/1 oqimli shifrlash algoritmida maj(0,0,0) ga teng bulsa, qaysi registorlar siljiydi?";2
;"X, Y, Z";
;"X, Y";
;"X, Z";
;Y;
249;Foydalanuvchining tizimga muvaffaqiyatli urinishi Windows OTda qanday audit hodisasi sifatida qayd yetiladi?;2
;Muvaffaqiyatli audit;
;Ogohlantirish;
;Muvaffaqiyatsiz audit;
;Xatolik;
